Date,Time,Oxygen saturation
2024.12.12 00.00,00.00,96.0
2024.12.12 00.01,00.01,97.0
2024.12.12 00.02,00.02,95.0
2024.12.12 00.03,00.03,95.0
2024.12.12 00.04,00.04,96.0
2024.12.12 00.05,00.05,98.0
2024.12.12 00.06,00.06,95.0
2024.12.12 00.07,00.07,96.0
2024.12.12 00.08,00.08,95.0
2024.12.12 00.09,00.09,95.0
2024.12.12 00.10,00.10,96.0
2024.12.12 00.11,00.11,96.0
2024.12.12 00.12,00.12,95.0
2024.12.12 00.13,00.13,95.0
2024.12.12 00.14,00.14,96.0
2024.12.12 00.15,00.15,95.0
2024.12.12 00.16,00.16,97.0
2024.12.12 00.17,00.17,97.0
2024.12.12 00.18,00.18,96.0
2024.12.12 00.19,00.19,95.0
2024.12.12 00.20,00.20,96.0
2024.12.12 00.21,00.21,95.0
2024.12.12 00.22,00.22,95.0
2024.12.12 00.23,00.23,95.0
2024.12.12 00.24,00.24,95.0
2024.12.12 00.25,00.25,95.0
2024.12.12 00.26,00.26,96.0
2024.12.12 00.27,00.27,96.0
2024.12.12 00.28,00.28,96.0
2024.12.12 00.29,00.29,96.0
2024.12.12 00.30,00.30,96.0
2024.12.12 00.31,00.31,99.0
2024.12.12 00.32,00.32,99.0
2024.12.12 00.33,00.33,95.0
2024.12.12 00.34,00.34,95.0
2024.12.12 00.35,00.35,95.0
2024.12.12 00.36,00.36,95.0
2024.12.12 00.37,00.37,95.0
2024.12.12 00.38,00.38,95.0
2024.12.12 00.39,00.39,95.0
2024.12.12 00.40,00.40,96.0
2024.12.12 00.41,00.41,94.0
2024.12.12 00.42,00.42,96.0
2024.12.12 00.43,00.43,96.0
2024.12.12 00.44,00.44,96.0
2024.12.12 00.45,00.45,95.0
2024.12.12 00.46,00.46,95.0
2024.12.12 00.47,00.47,95.0
2024.12.12 00.48,00.48,97.0
2024.12.12 00.49,00.49,94.0
2024.12.12 00.50,00.50,96.0
2024.12.12 00.51,00.51,96.0
2024.12.12 00.52,00.52,94.0
2024.12.12 00.53,00.53,94.0
2024.12.12 00.54,00.54,95.0
2024.12.12 00.55,00.55,95.0
2024.12.12 00.56,00.56,97.0
